"","state","abbrev","county","State","stateid","GEOid2","GEOid","constreat"
"1543","Missouri","MO","Taney","MO",34,29213,"0500000US29213",0
"1544","Missouri","MO","Texas","MO",34,29215,"0500000US29215",0
"1545","Missouri","MO","Vernon","MO",34,29217,"0500000US29217",0
"1546","Missouri","MO","Warren","MO",34,29219,"0500000US29219",0
"1547","Missouri","MO","Washington","MO",34,29221,"0500000US29221",0
"1548","Missouri","MO","Wayne","MO",34,29223,"0500000US29223",0
"1549","Missouri","MO","Webster","MO",34,29225,"0500000US29225",0
"1550","Missouri","MO","Worth","MO",34,29227,"0500000US29227",0
"1551","Missouri","MO","Wright","MO",34,29229,"0500000US29229",0
"1552","Missouri","MO","DeKalb","MO",34,29063,"0500000US29063",0
"1553","Missouri","MO","Dent","MO",34,29065,"0500000US29065",0
"1554","Missouri","MO","Jackson","MO",34,29095,"0500000US29095",0
"1555","Missouri","MO","Jasper","MO",34,29097,"0500000US29097",0
"1556","Missouri","MO","Jefferson","MO",34,29099,"0500000US29099",0
"1557","Missouri","MO","Johnson","MO",34,29101,"0500000US29101",0
"1558","Missouri","MO","Knox","MO",34,29103,"0500000US29103",0
"1559","Missouri","MO","Gentry","MO",34,29075,"0500000US29075",0
"1560","Missouri","MO","Greene","MO",34,29077,"0500000US29077",0
"1561","Missouri","MO","Grundy","MO",34,29079,"0500000US29079",0
"1562","Missouri","MO","Pulaski","MO",34,29169,"0500000US29169",0
"1563","Missouri","MO","Holt","MO",34,29087,"0500000US29087",0
"1564","Missouri","MO","Howard","MO",34,29089,"0500000US29089",0
"1565","Missouri","MO","Howell","MO",34,29091,"0500000US29091",0
"1566","Missouri","MO","Iron","MO",34,29093,"0500000US29093",0
"1567","Missouri","MO","Madison","MO",34,29123,"0500000US29123",0
"1568","Missouri","MO","Clark","MO",34,29045,"0500000US29045",0
"1569","Missouri","MO","Clay","MO",34,29047,"0500000US29047",0
"1570","Missouri","MO","Clinton","MO",34,29049,"0500000US29049",0
"1571","Missouri","MO","Cole","MO",34,29051,"0500000US29051",0
"1572","Missouri","MO","Laclede","MO",34,29105,"0500000US29105",0
"1573","Missouri","MO","Lafayette","MO",34,29107,"0500000US29107",0
"1574","Missouri","MO","Dade","MO",34,29057,"0500000US29057",0
"1575","Missouri","MO","Montgomery","MO",34,29139,"0500000US29139",0
"1576","Missouri","MO","Lincoln","MO",34,29113,"0500000US29113",0
"1577","Missouri","MO","Linn","MO",34,29115,"0500000US29115",0
"1578","Missouri","MO","Livingston","MO",34,29117,"0500000US29117",0
"1579","Missouri","MO","Macon","MO",34,29121,"0500000US29121",0
"1580","Missouri","MO","McDonald","MO",34,29119,"0500000US29119",0
"1581","Missouri","MO","Cooper","MO",34,29053,"0500000US29053",0
"1582","Missouri","MO","Maries","MO",34,29125,"0500000US29125",0
"1583","Missouri","MO","Marion","MO",34,29127,"0500000US29127",0
"1584","Missouri","MO","Moniteau","MO",34,29135,"0500000US29135",0
"1585","Missouri","MO","Harrison","MO",34,29081,"0500000US29081",0
"1586","Missouri","MO","Crawford","MO",34,29055,"0500000US29055",0
"1587","Missouri","MO","Mississippi","MO",34,29133,"0500000US29133",0
"1588","Missouri","MO","Hickory","MO",34,29085,"0500000US29085",0
"1589","Missouri","MO","Dallas","MO",34,29059,"0500000US29059",0
"1590","Missouri","MO","Daviess","MO",34,29061,"0500000US29061",0
"1591","Missouri","MO","Mercer","MO",34,29129,"0500000US29129",0
"1592","Missouri","MO","Miller","MO",34,29131,"0500000US29131",0
"1593","Missouri","MO","Monroe","MO",34,29137,"0500000US29137",0
"1594","Missouri","MO","Henry","MO",34,29083,"0500000US29083",0
"1595","Montana","MT","Carbon","MT",64,30009,"0500000US30009",0
"1596","Montana","MT","Broadwater","MT",64,30007,"0500000US30007",0
"1597","Montana","MT","Big Horn","MT",64,30003,"0500000US30003",0
"1598","Montana","MT","Beaverhead","MT",64,30001,"0500000US30001",0
"1599","Montana","MT","Chouteau","MT",64,30015,"0500000US30015",0
"1600","Montana","MT","Cascade","MT",64,30013,"0500000US30013",0
"1601","Montana","MT","Lake","MT",64,30047,"0500000US30047",0
"1602","Montana","MT","Blaine","MT",64,30005,"0500000US30005",0
"1603","Montana","MT","Carter","MT",64,30011,"0500000US30011",0
"1604","Montana","MT","Judith Basin","MT",64,30045,"0500000US30045",0
"1605","Montana","MT","Fergus","MT",64,30027,"0500000US30027",0
"1606","Montana","MT","Flathead","MT",64,30029,"0500000US30029",0
"1607","Montana","MT","Gallatin","MT",64,30031,"0500000US30031",0
"1608","Montana","MT","Ravalli","MT",64,30081,"0500000US30081",0
"1609","Montana","MT","Richland","MT",64,30083,"0500000US30083",0
"1610","Montana","MT","Roosevelt","MT",64,30085,"0500000US30085",0
"1611","Montana","MT","Rosebud","MT",64,30087,"0500000US30087",0
"1612","Montana","MT","Custer","MT",64,30017,"0500000US30017",0
"1613","Montana","MT","Daniels","MT",64,30019,"0500000US30019",0
"1614","Montana","MT","Dawson","MT",64,30021,"0500000US30021",0
"1615","Montana","MT","Phillips","MT",64,30071,"0500000US30071",0
"1616","Montana","MT","Silver Bow","MT",64,30093,"0500000US30093",0
"1617","Montana","MT","Deer Lodge","MT",64,30023,"0500000US30023",0
"1618","Montana","MT","Lewis and Clark","MT",64,30049,"0500000US30049",0
"1619","Montana","MT","Liberty","MT",64,30051,"0500000US30051",0
"1620","Montana","MT","Lincoln","MT",64,30053,"0500000US30053",0
"1621","Montana","MT","Garfield","MT",64,30033,"0500000US30033",0
"1622","Montana","MT","Glacier","MT",64,30035,"0500000US30035",0
"1623","Montana","MT","Golden Valley","MT",64,30037,"0500000US30037",0
"1624","Montana","MT","Granite","MT",64,30039,"0500000US30039",0
"1625","Montana","MT","Hill","MT",64,30041,"0500000US30041",0
"1626","Montana","MT","Jefferson","MT",64,30043,"0500000US30043",0
"1627","Montana","MT","Sanders","MT",64,30089,"0500000US30089",0
"1628","Montana","MT","Sheridan","MT",64,30091,"0500000US30091",0
"1629","Montana","MT","Petroleum","MT",64,30069,"0500000US30069",0
"1630","Montana","MT","Prairie","MT",64,30079,"0500000US30079",0
"1631","Montana","MT","Pondera","MT",64,30073,"0500000US30073",0
"1632","Montana","MT","Powder River","MT",64,30075,"0500000US30075",0
"1633","Montana","MT","Powell","MT",64,30077,"0500000US30077",0
"1634","Montana","MT","Mineral","MT",64,30061,"0500000US30061",0
"1635","Montana","MT","Wheatland","MT",64,30107,"0500000US30107",0
"1636","Montana","MT","Wibaux","MT",64,30109,"0500000US30109",0
"1637","Montana","MT","Yellowstone","MT",64,30111,"0500000US30111",0
"1638","Montana","MT","Treasure","MT",64,30103,"0500000US30103",0
"1639","Montana","MT","Missoula","MT",64,30063,"0500000US30063",0
"1640","Montana","MT","Musselshell","MT",64,30065,"0500000US30065",0
"1641","Montana","MT","Park","MT",64,30067,"0500000US30067",0
"1642","Montana","MT","Meagher","MT",64,30059,"0500000US30059",0
"1643","Montana","MT","Valley","MT",64,30105,"0500000US30105",0
"1644","Montana","MT","Fallon","MT",64,30025,"0500000US30025",0
"1645","Montana","MT","Toole","MT",64,30101,"0500000US30101",0
"1646","Montana","MT","Sweet Grass","MT",64,30097,"0500000US30097",0
"1647","Montana","MT","Teton","MT",64,30099,"0500000US30099",0
"1648","Montana","MT","Madison","MT",64,30057,"0500000US30057",0
"1649","Montana","MT","McCone","MT",64,30055,"0500000US30055",0
"1650","Montana","MT","Stillwater","MT",64,30095,"0500000US30095",0
"1651","Nebraska","NE","Keith","NE",35,31101,"0500000US31101",0
"1652","Nebraska","NE","Dawes","NE",35,31045,"0500000US31045",0
"1653","Nebraska","NE","Red Willow","NE",35,31145,"0500000US31145",0
"1654","Nebraska","NE","Kearney","NE",35,31099,"0500000US31099",0
"1655","Nebraska","NE","Polk","NE",35,31143,"0500000US31143",0
"1656","Nebraska","NE","Washington","NE",35,31177,"0500000US31177",0
"1657","Nebraska","NE","Jefferson","NE",35,31095,"0500000US31095",0
"1658","Nebraska","NE","Johnson","NE",35,31097,"0500000US31097",0
"1659","Nebraska","NE","Dakota","NE",35,31043,"0500000US31043",0
"1660","Nebraska","NE","Knox","NE",35,31107,"0500000US31107",0
"1661","Nebraska","NE","Phelps","NE",35,31137,"0500000US31137",0
"1662","Nebraska","NE","Pierce","NE",35,31139,"0500000US31139",0
"1663","Nebraska","NE","Platte","NE",35,31141,"0500000US31141",0
"1664","Nebraska","NE","Hitchcock","NE",35,31087,"0500000US31087",0
"1665","Nebraska","NE","Holt","NE",35,31089,"0500000US31089",0
"1666","Nebraska","NE","Hooker","NE",35,31091,"0500000US31091",0
"1667","Nebraska","NE","Howard","NE",35,31093,"0500000US31093",0
"1668","Nebraska","NE","Valley","NE",35,31175,"0500000US31175",0
"1669","Nebraska","NE","Merrick","NE",35,31121,"0500000US31121",0
"1670","Nebraska","NE","Wayne","NE",35,31179,"0500000US31179",0
"1671","Nebraska","NE","Keya Paha","NE",35,31103,"0500000US31103",0
"1672","Nebraska","NE","Kimball","NE",35,31105,"0500000US31105",0
"1673","Nebraska","NE","Dixon","NE",35,31051,"0500000US31051",0
"1674","Nebraska","NE","Dodge","NE",35,31053,"0500000US31053",0
"1675","Nebraska","NE","Douglas","NE",35,31055,"0500000US31055",0
"1676","Nebraska","NE","Dundy","NE",35,31057,"0500000US31057",0
"1677","Nebraska","NE","Fillmore","NE",35,31059,"0500000US31059",0
"1678","Nebraska","NE","Franklin","NE",35,31061,"0500000US31061",0
"1679","Nebraska","NE","Frontier","NE",35,31063,"0500000US31063",0
"1680","Nebraska","NE","Richardson","NE",35,31147,"0500000US31147",0
"1681","Nebraska","NE","Rock","NE",35,31149,"0500000US31149",0
"1682","Nebraska","NE","Saline","NE",35,31151,"0500000US31151",0
"1683","Nebraska","NE","Morrill","NE",35,31123,"0500000US31123",0
"1684","Nebraska","NE","Dawson","NE",35,31047,"0500000US31047",0
"1685","Nebraska","NE","Deuel","NE",35,31049,"0500000US31049",0
"1686","Nebraska","NE","Greeley","NE",35,31077,"0500000US31077",0
"1687","Nebraska","NE","Hall","NE",35,31079,"0500000US31079",0
"1688","Nebraska","NE","Hamilton","NE",35,31081,"0500000US31081",0
"1689","Nebraska","NE","Harlan","NE",35,31083,"0500000US31083",0
"1690","Nebraska","NE","Hayes","NE",35,31085,"0500000US31085",0
"1691","Nebraska","NE","Stanton","NE",35,31167,"0500000US31167",0
"1692","Nebraska","NE","Thayer","NE",35,31169,"0500000US31169",0
"1693","Nebraska","NE","Thomas","NE",35,31171,"0500000US31171",0
"1694","Nebraska","NE","Thurston","NE",35,31173,"0500000US31173",0
"1695","Nebraska","NE","Blaine","NE",35,31009,"0500000US31009",0
"1696","Nebraska","NE","Boone","NE",35,31011,"0500000US31011",0
"1697","Nebraska","NE","Box Butte","NE",35,31013,"0500000US31013",0
"1698","Nebraska","NE","Boyd","NE",35,31015,"0500000US31015",0
"1699","Nebraska","NE","Webster","NE",35,31181,"0500000US31181",0
"1700","Nebraska","NE","Wheeler","NE",35,31183,"0500000US31183",0
"1701","Nebraska","NE","York","NE",35,31185,"0500000US31185",0
"1702","Nebraska","NE","Butler","NE",35,31023,"0500000US31023",0
"1703","Nebraska","NE","Lancaster","NE",35,31109,"0500000US31109",0
"1704","Nebraska","NE","Lincoln","NE",35,31111,"0500000US31111",0
"1705","Nebraska","NE","Logan","NE",35,31113,"0500000US31113",0
"1706","Nebraska","NE","Loup","NE",35,31115,"0500000US31115",0
"1707","Nebraska","NE","Madison","NE",35,31119,"0500000US31119",0
"1708","Nebraska","NE","McPherson","NE",35,31117,"0500000US31117",0
"1709","Nebraska","NE","Cuming","NE",35,31039,"0500000US31039",0
"1710","Nebraska","NE","Custer","NE",35,31041,"0500000US31041",0
"1711","Nebraska","NE","Nance","NE",35,31125,"0500000US31125",0
"1712","Nebraska","NE","Nemaha","NE",35,31127,"0500000US31127",0
"1713","Nebraska","NE","Nuckolls","NE",35,31129,"0500000US31129",0
"1714","Nebraska","NE","Otoe","NE",35,31131,"0500000US31131",0
"1715","Nebraska","NE","Pawnee","NE",35,31133,"0500000US31133",0
"1716","Nebraska","NE","Perkins","NE",35,31135,"0500000US31135",0
"1717","Nebraska","NE","Sioux","NE",35,31165,"0500000US31165",0
"1718","Nebraska","NE","Adams","NE",35,31001,"0500000US31001",0
"1719","Nebraska","NE","Antelope","NE",35,31003,"0500000US31003",0
"1720","Nebraska","NE","Furnas","NE",35,31065,"0500000US31065",0
"1721","Nebraska","NE","Gage","NE",35,31067,"0500000US31067",0
"1722","Nebraska","NE","Garden","NE",35,31069,"0500000US31069",0
"1723","Nebraska","NE","Garfield","NE",35,31071,"0500000US31071",0
"1724","Nebraska","NE","Gosper","NE",35,31073,"0500000US31073",0
"1725","Nebraska","NE","Grant","NE",35,31075,"0500000US31075",0
"1726","Nebraska","NE","Scotts Bluff","NE",35,31157,"0500000US31157",0
"1727","Nebraska","NE","Seward","NE",35,31159,"0500000US31159",0
"1728","Nebraska","NE","Sheridan","NE",35,31161,"0500000US31161",0
"1729","Nebraska","NE","Sherman","NE",35,31163,"0500000US31163",0
"1730","Nebraska","NE","Cass","NE",35,31025,"0500000US31025",0
"1731","Nebraska","NE","Cedar","NE",35,31027,"0500000US31027",0
"1732","Nebraska","NE","Chase","NE",35,31029,"0500000US31029",0
"1733","Nebraska","NE","Arthur","NE",35,31005,"0500000US31005",0
"1734","Nebraska","NE","Banner","NE",35,31007,"0500000US31007",0
"1735","Nebraska","NE","Clay","NE",35,31035,"0500000US31035",0
"1736","Nebraska","NE","Colfax","NE",35,31037,"0500000US31037",0
"1737","Nebraska","NE","Burt","NE",35,31021,"0500000US31021",0
"1738","Nebraska","NE","Sarpy","NE",35,31153,"0500000US31153",0
"1739","Nebraska","NE","Brown","NE",35,31017,"0500000US31017",0
"1740","Nebraska","NE","Buffalo","NE",35,31019,"0500000US31019",0
"1741","Nebraska","NE","Cherry","NE",35,31031,"0500000US31031",0
"1742","Nebraska","NE","Cheyenne","NE",35,31033,"0500000US31033",0
"1743","Nebraska","NE","Saunders","NE",35,31155,"0500000US31155",0
"1744","Nevada","NV","Lander","NV",65,32015,"0500000US32015",0
"1745","Nevada","NV","White Pine","NV",65,32033,"0500000US32033",0
"1746","Nevada","NV","Carson City","NV",65,32510,"0500000US32510",0
"1747","Nevada","NV","Storey","NV",65,32029,"0500000US32029",0
"1748","Nevada","NV","Washoe","NV",65,32031,"0500000US32031",0
"1749","Nevada","NV","Eureka","NV",65,32011,"0500000US32011",0
"1750","Nevada","NV","Humboldt","NV",65,32013,"0500000US32013",0
"1751","Nevada","NV","Nye","NV",65,32023,"0500000US32023",0
"1752","Nevada","NV","Esmeralda","NV",65,32009,"0500000US32009",0
"1753","Nevada","NV","Lyon","NV",65,32019,"0500000US32019",0
"1754","Nevada","NV","Mineral","NV",65,32021,"0500000US32021",0
"1755","Nevada","NV","Douglas","NV",65,32005,"0500000US32005",0
"1756","Nevada","NV","Pershing","NV",65,32027,"0500000US32027",0
"1757","Nevada","NV","Churchill","NV",65,32001,"0500000US32001",0
"1758","Nevada","NV","Clark","NV",65,32003,"0500000US32003",0
"1759","Nevada","NV","Elko","NV",65,32007,"0500000US32007",0
"1760","Nevada","NV","Lincoln","NV",65,32017,"0500000US32017",0
"1761","New Hampshire","NH","Carroll",NA,4,33003,"0500000US33003",0
"1762","New Hampshire","NH","Cheshire",NA,4,33005,"0500000US33005",0
"1763","New Hampshire","NH","Coos",NA,4,33007,"0500000US33007",0
"1764","New Hampshire","NH","Grafton",NA,4,33009,"0500000US33009",0
"1765","New Hampshire","NH","Hillsborough",NA,4,33011,"0500000US33011",0
"1766","New Hampshire","NH","Merrimack",NA,4,33013,"0500000US33013",0
"1767","New Hampshire","NH","Rockingham",NA,4,33015,"0500000US33015",0
"1768","New Hampshire","NH","Strafford",NA,4,33017,"0500000US33017",0
"1769","New Hampshire","NH","Sullivan",NA,4,33019,"0500000US33019",0
"1770","New Hampshire","NH","Belknap",NA,4,33001,"0500000US33001",0
"1771","New Jersey","NJ","Hudson",NA,12,34017,"0500000US34017",0
"1772","New Jersey","NJ","Hunterdon",NA,12,34019,"0500000US34019",0
"1773","New Jersey","NJ","Atlantic",NA,12,34001,"0500000US34001",0
"1774","New Jersey","NJ","Bergen",NA,12,34003,"0500000US34003",0
"1775","New Jersey","NJ","Burlington",NA,12,34005,"0500000US34005",0
"1776","New Jersey","NJ","Camden",NA,12,34007,"0500000US34007",0
"1777","New Jersey","NJ","Cape May",NA,12,34009,"0500000US34009",0
"1778","New Jersey","NJ","Cumberland",NA,12,34011,"0500000US34011",0
"1779","New Jersey","NJ","Essex",NA,12,34013,"0500000US34013",0
"1780","New Jersey","NJ","Gloucester",NA,12,34015,"0500000US34015",0
"1781","New Jersey","NJ","Mercer",NA,12,34021,"0500000US34021",0
"1782","New Jersey","NJ","Middlesex",NA,12,34023,"0500000US34023",0
"1783","New Jersey","NJ","Monmouth",NA,12,34025,"0500000US34025",0
"1784","New Jersey","NJ","Morris",NA,12,34027,"0500000US34027",0
"1785","New Jersey","NJ","Ocean",NA,12,34029,"0500000US34029",0
"1786","New Jersey","NJ","Passaic",NA,12,34031,"0500000US34031",0
"1787","New Jersey","NJ","Salem",NA,12,34033,"0500000US34033",0
"1788","New Jersey","NJ","Somerset",NA,12,34035,"0500000US34035",0
"1789","New Jersey","NJ","Sussex",NA,12,34037,"0500000US34037",0
"1790","New Jersey","NJ","Union",NA,12,34039,"0500000US34039",0
"1791","New Jersey","NJ","Warren",NA,12,34041,"0500000US34041",0
"1792","New Mexico","NM","Torrance","NM",66,35057,"0500000US35057",0
"1793","New Mexico","NM","Socorro","NM",66,35053,"0500000US35053",0
"1794","New Mexico","NM","Taos","NM",66,35055,"0500000US35055",0
"1795","New Mexico","NM","Chaves","NM",66,35005,"0500000US35005",0
"1796","New Mexico","NM","Sierra","NM",66,35051,"0500000US35051",0
"1797","New Mexico","NM","McKinley","NM",66,35031,"0500000US35031",0
"1798","New Mexico","NM","Mora","NM",66,35033,"0500000US35033",0
"1799","New Mexico","NM","Otero","NM",66,35035,"0500000US35035",0
"1800","New Mexico","NM","Quay","NM",66,35037,"0500000US35037",0
"1801","New Mexico","NM","Eddy","NM",66,35015,"0500000US35015",0
"1802","New Mexico","NM","Grant","NM",66,35017,"0500000US35017",0
"1803","New Mexico","NM","Guadalupe","NM",66,35019,"0500000US35019",0
"1804","New Mexico","NM","Harding","NM",66,35021,"0500000US35021",0
"1805","New Mexico","NM","Hidalgo","NM",66,35023,"0500000US35023",0
"1806","New Mexico","NM","Lea","NM",66,35025,"0500000US35025",0
"1807","New Mexico","NM","Lincoln","NM",66,35027,"0500000US35027",0
"1808","New Mexico","NM","Bernalillo","NM",66,35001,"0500000US35001",0
"1809","New Mexico","NM","Catron","NM",66,35003,"0500000US35003",0
"1810","New Mexico","NM","Union","NM",66,35059,"0500000US35059",0
"1811","New Mexico","NM","Valencia","NM",66,35061,"0500000US35061",0
"1812","New Mexico","NM","Curry","NM",66,35009,"0500000US35009",0
"1813","New Mexico","NM","De Baca","NM",66,35011,"0500000US35011",0
"1814","New Mexico","NM","Rio Arriba","NM",66,35039,"0500000US35039",0
"1815","New Mexico","NM","Roosevelt","NM",66,35041,"0500000US35041",0
"1816","New Mexico","NM","San Juan","NM",66,35045,"0500000US35045",0
"1817","New Mexico","NM","San Miguel","NM",66,35047,"0500000US35047",0
"1818","New Mexico","NM","Sandoval","NM",66,35043,"0500000US35043",0
"1819","New Mexico","NM","Santa Fe","NM",66,35049,"0500000US35049",0
"1820","New Mexico","NM","Colfax","NM",66,35007,"0500000US35007",0
"1821","New Mexico","NM","Los Alamos","NM",66,35028,"0500000US35028",0
"1822","New Mexico","NM","Cibola","NM",66,35006,"0500000US35006",0
"1823","New Mexico","NM","Luna","NM",66,35029,"0500000US35029",0
"1824","New Mexico","NM","Doña Ana","NM",66,35013,"0500000US35013",0
"1825","New York","NY","Orleans","NY",13,36073,"0500000US36073",0
"1826","New York","NY","Albany","NY",13,36001,"0500000US36001",0
"1827","New York","NY","Allegany","NY",13,36003,"0500000US36003",0
"1828","New York","NY","Orange","NY",13,36071,"0500000US36071",0
"1829","New York","NY","Genesee","NY",13,36037,"0500000US36037",0
"1830","New York","NY","Greene","NY",13,36039,"0500000US36039",0
"1831","New York","NY","Hamilton","NY",13,36041,"0500000US36041",0
"1832","New York","NY","Fulton","NY",13,36035,"0500000US36035",0
"1833","New York","NY","Jefferson","NY",13,36045,"0500000US36045",0
"1834","New York","NY","Lewis","NY",13,36049,"0500000US36049",0
"1835","New York","NY","Oswego","NY",13,36075,"0500000US36075",0
"1836","New York","NY","Herkimer","NY",13,36043,"0500000US36043",0
"1837","New York","NY","Livingston","NY",13,36051,"0500000US36051",0
"1838","New York","NY","Madison","NY",13,36053,"0500000US36053",0
"1839","New York","NY","Monroe","NY",13,36055,"0500000US36055",0
"1840","New York","NY","Montgomery","NY",13,36057,"0500000US36057",0
"1841","New York","NY","Nassau","NY",13,36059,"0500000US36059",0
"1842","New York","NY","New York City","NY",13,36085,"0500000US36085",0
"1843","New York","NY","Niagara","NY",13,36063,"0500000US36063",0
"1844","New York","NY","Oneida","NY",13,36065,"0500000US36065",0
"1845","New York","NY","Onondaga","NY",13,36067,"0500000US36067",0
"1846","New York","NY","Ontario","NY",13,36069,"0500000US36069",0
"1847","New York","NY","Chenango","NY",13,36017,"0500000US36017",0
"1848","New York","NY","Clinton","NY",13,36019,"0500000US36019",0
"1849","New York","NY","Columbia","NY",13,36021,"0500000US36021",0
"1850","New York","NY","Cortland","NY",13,36023,"0500000US36023",0
"1851","New York","NY","Otsego","NY",13,36077,"0500000US36077",0
"1852","New York","NY","Putnam","NY",13,36079,"0500000US36079",0
"1853","New York","NY","Rensselaer","NY",13,36083,"0500000US36083",0
"1854","New York","NY","Rockland","NY",13,36087,"0500000US36087",0
"1855","New York","NY","Broome","NY",13,36007,"0500000US36007",0
"1856","New York","NY","Cattaraugus","NY",13,36009,"0500000US36009",0
"1857","New York","NY","Cayuga","NY",13,36011,"0500000US36011",0
"1858","New York","NY","Chautauqua","NY",13,36013,"0500000US36013",0
"1859","New York","NY","Chemung","NY",13,36015,"0500000US36015",0
"1860","New York","NY","Wyoming","NY",13,36121,"0500000US36121",0
"1861","New York","NY","Yates","NY",13,36123,"0500000US36123",0
"1862","New York","NY","Steuben","NY",13,36101,"0500000US36101",0
"1863","New York","NY","Suffolk","NY",13,36103,"0500000US36103",0
"1864","New York","NY","Delaware","NY",13,36025,"0500000US36025",0
"1865","New York","NY","Dutchess","NY",13,36027,"0500000US36027",0
"1866","New York","NY","Erie","NY",13,36029,"0500000US36029",0
"1867","New York","NY","Essex","NY",13,36031,"0500000US36031",0
"1868","New York","NY","Franklin","NY",13,36033,"0500000US36033",0
"1869","New York","NY","Warren","NY",13,36113,"0500000US36113",0
"1870","New York","NY","Washington","NY",13,36115,"0500000US36115",0
"1871","New York","NY","Wayne","NY",13,36117,"0500000US36117",0
"1872","New York","NY","Westchester","NY",13,36119,"0500000US36119",0
"1873","New York","NY","Seneca","NY",13,36099,"0500000US36099",0
"1874","New York","NY","St. Lawrence","NY",13,36089,"0500000US36089",0
"1875","New York","NY","Sullivan","NY",13,36105,"0500000US36105",0
"1876","New York","NY","Tioga","NY",13,36107,"0500000US36107",0
"1877","New York","NY","Tompkins","NY",13,36109,"0500000US36109",0
"1878","New York","NY","Saratoga","NY",13,36091,"0500000US36091",0
"1879","New York","NY","Schenectady","NY",13,36093,"0500000US36093",0
"1880","New York","NY","Schoharie","NY",13,36095,"0500000US36095",0
"1881","New York","NY","Schuyler","NY",13,36097,"0500000US36097",0
"1882","New York","NY","Ulster","NY",13,36111,"0500000US36111",0
"1883","North Carolina","NC","Hoke","NC",47,37093,"0500000US37093",0
"1884","North Carolina","NC","Mitchell","NC",47,37121,"0500000US37121",0
"1885","North Carolina","NC","Hertford","NC",47,37091,"0500000US37091",0
"1886","North Carolina","NC","Martin","NC",47,37117,"0500000US37117",0
"1887","North Carolina","NC","Mecklenburg","NC",47,37119,"0500000US37119",0
"1888","North Carolina","NC","Surry","NC",47,37171,"0500000US37171",0
"1889","North Carolina","NC","Swain","NC",47,37173,"0500000US37173",0
"1890","North Carolina","NC","Yancey","NC",47,37199,"0500000US37199",0
"1891","North Carolina","NC","McDowell","NC",47,37111,"0500000US37111",0
"1892","North Carolina","NC","Hyde","NC",47,37095,"0500000US37095",0
"1893","North Carolina","NC","Iredell","NC",47,37097,"0500000US37097",0
"1894","North Carolina","NC","Jackson","NC",47,37099,"0500000US37099",0
"1895","North Carolina","NC","Montgomery","NC",47,37123,"0500000US37123",0
"1896","North Carolina","NC","Jones","NC",47,37103,"0500000US37103",0
"1897","North Carolina","NC","Lee","NC",47,37105,"0500000US37105",0
"1898","North Carolina","NC","Lenoir","NC",47,37107,"0500000US37107",0
"1899","North Carolina","NC","Lincoln","NC",47,37109,"0500000US37109",0
"1900","North Carolina","NC","Macon","NC",47,37113,"0500000US37113",0
"1901","North Carolina","NC","Madison","NC",47,37115,"0500000US37115",0
"1902","North Carolina","NC","Yadkin","NC",47,37197,"0500000US37197",0
"1903","North Carolina","NC","Durham","NC",47,37063,"0500000US37063",0
"1904","North Carolina","NC","Edgecombe","NC",47,37065,"0500000US37065",0
"1905","North Carolina","NC","Moore","NC",47,37125,"0500000US37125",0
"1906","North Carolina","NC","Nash","NC",47,37127,"0500000US37127",0
"1907","North Carolina","NC","New Hanover","NC",47,37129,"0500000US37129",0
"1908","North Carolina","NC","Johnston","NC",47,37101,"0500000US37101",0
"1909","North Carolina","NC","Rowan","NC",47,37159,"0500000US37159",0
"1910","North Carolina","NC","Rutherford","NC",47,37161,"0500000US37161",0
"1911","North Carolina","NC","Sampson","NC",47,37163,"0500000US37163",0
"1912","North Carolina","NC","Scotland","NC",47,37165,"0500000US37165",0
"1913","North Carolina","NC","Stanly","NC",47,37167,"0500000US37167",0
"1914","North Carolina","NC","Stokes","NC",47,37169,"0500000US37169",0
"1915","North Carolina","NC","Haywood","NC",47,37087,"0500000US37087",0
"1916","North Carolina","NC","Henderson","NC",47,37089,"0500000US37089",0
"1917","North Carolina","NC","Ashe","NC",47,37009,"0500000US37009",0
"1918","North Carolina","NC","Transylvania","NC",47,37175,"0500000US37175",0
"1919","North Carolina","NC","Tyrrell","NC",47,37177,"0500000US37177",0
"1920","North Carolina","NC","Union","NC",47,37179,"0500000US37179",0
"1921","North Carolina","NC","Vance","NC",47,37181,"0500000US37181",0
"1922","North Carolina","NC","Wake","NC",47,37183,"0500000US37183",0
"1923","North Carolina","NC","Warren","NC",47,37185,"0500000US37185",0
"1924","North Carolina","NC","Washington","NC",47,37187,"0500000US37187",0
"1925","North Carolina","NC","Watauga","NC",47,37189,"0500000US37189",0
"1926","North Carolina","NC","Wayne","NC",47,37191,"0500000US37191",0
"1927","North Carolina","NC","Wilkes","NC",47,37193,"0500000US37193",0
"1928","North Carolina","NC","Wilson","NC",47,37195,"0500000US37195",0
"1929","North Carolina","NC","Caswell","NC",47,37033,"0500000US37033",0
"1930","North Carolina","NC","Catawba","NC",47,37035,"0500000US37035",0
"1931","North Carolina","NC","Chatham","NC",47,37037,"0500000US37037",0
"1932","North Carolina","NC","Cherokee","NC",47,37039,"0500000US37039",0
"1933","North Carolina","NC","Chowan","NC",47,37041,"0500000US37041",0
"1934","North Carolina","NC","Clay","NC",47,37043,"0500000US37043",0
"1935","North Carolina","NC","Cleveland","NC",47,37045,"0500000US37045",0
"1936","North Carolina","NC","Northampton","NC",47,37131,"0500000US37131",0
"1937","North Carolina","NC","Onslow","NC",47,37133,"0500000US37133",0
"1938","North Carolina","NC","Orange","NC",47,37135,"0500000US37135",0
